iter	MultiClass
0	1.561084528
1	1.387545091
2	1.220660509
3	1.117364511
4	1.00761832
5	0.9316174871
6	0.8624776058
7	0.8012517084
8	0.7333673232
9	0.6842239658
10	0.638147508
11	0.6043834265
12	0.5675748418
13	0.5299950409
14	0.5015951858
15	0.4677328973
16	0.4344746137
17	0.4138457938
18	0.3893174532
19	0.371780665
20	0.3507018837
21	0.3319743224
22	0.3160625632
23	0.2977069135
24	0.28380753
25	0.2711787441
26	0.2580291592
27	0.2463747692
28	0.2341124772
29	0.2238712249
30	0.2144019845
31	0.2071440301
32	0.1983270663
33	0.1886303154
34	0.1801500421
35	0.1738086132
36	0.1657330645
37	0.1604622806
38	0.1538608049
39	0.1484404593
40	0.1433316157
41	0.1375589418
42	0.1308328166
43	0.1243650875
44	0.1194929631
45	0.114681826
46	0.1111012021
47	0.1075773563
48	0.1025141219
49	0.1001253941
50	0.09598659898
51	0.09419325228
52	0.09162073842
53	0.08740208374
54	0.08523029795
55	0.08236675326
56	0.07957928148
57	0.07827148485
58	0.07578872805
59	0.07325856776
60	0.07147472485
61	0.06989254184
62	0.06883594897
63	0.06633863548
64	0.06493848059
65	0.06420752964
66	0.0631442376
67	0.06161361939
68	0.06002039601
69	0.05777050154
70	0.05722343487
71	0.05547428618
72	0.05421749029
73	0.05288908428
74	0.05178315226
75	0.05071212894
76	0.04928165653
77	0.04893097716
78	0.04764858185
79	0.04699716826
80	0.04627844208
81	0.04456610571
82	0.0436974641
83	0.04236087653
84	0.0417078625
85	0.04145555658
86	0.04087357169
87	0.04060102991
88	0.04001265712
89	0.03924086859
90	0.03868506811
91	0.03849663718
92	0.03738237803
93	0.03686540912
94	0.03638119234
95	0.03554054082
96	0.03448750927
97	0.03403942944
98	0.0333236212
99	0.03272921563
100	0.03227775821
101	0.03161927049
102	0.03151732069
103	0.0314412596
104	0.03109459502
105	0.03066826383
106	0.02973763086
107	0.02911020646
108	0.02857498639
109	0.02806793186
110	0.0273618078
111	0.02696935618
112	0.02649358087
113	0.02620393309
114	0.02588342953
115	0.02564524959
116	0.02489165901
117	0.02422550409
118	0.02377759763
119	0.02348772678
120	0.02303762221
121	0.02261230011
122	0.02202698756
123	0.02177349926
124	0.02175226286
125	0.0215254607
126	0.02126452171
127	0.02110099933
128	0.02079029045
129	0.02054463048
130	0.02041580853
131	0.02008305285
132	0.01969678811
133	0.01943977982
134	0.01927468001
135	0.01899585783
136	0.01877941095
137	0.01854711294
138	0.01827374124
139	0.01795534174
140	0.01764079348
141	0.01741270168
142	0.01712189837
143	0.01695679063
144	0.01675062698
145	0.01661180934
146	0.01635499321
147	0.01620470583
148	0.0159958517
149	0.01548585402
150	0.01535283651
151	0.01527155851
152	0.01510640824
153	0.01494231894
154	0.01485151222
155	0.0147974797
156	0.01468167493
157	0.01456276071
158	0.01439862213
159	0.01422925548
160	0.01413832739
161	0.0140368892
162	0.01387073054
163	0.01376919657
164	0.01371389027
165	0.01362645919
166	0.01351043292
167	0.01340323946
168	0.01334745568
169	0.01322860795
170	0.01294272959
171	0.01286415661
172	0.01280361728
173	0.01267104512
174	0.01251876533
175	0.01241503113
176	0.01230629136
177	0.01223252676
178	0.01211449523
179	0.01201055265
180	0.01171236746
181	0.01161244078
182	0.01155884081
183	0.01126911963
184	0.01115635694
185	0.01110036
186	0.01102203112
187	0.01092162309
188	0.01084072918
189	0.0107039035
190	0.01056305183
191	0.01052029791
192	0.0104673866
193	0.0104240614
194	0.01035412088
195	0.0102578118
196	0.0101720903
197	0.01010613923
198	0.0100569501
199	0.009996342607
200	0.009947724778
201	0.009837235817
202	0.009741932515
203	0.009705746912
204	0.009645482712
205	0.009559678385
206	0.009318111116
207	0.009270333367
208	0.009177924157
209	0.009135330016
210	0.009090844424
211	0.00902392778
212	0.008953887154
213	0.008907353118
214	0.008882568634
215	0.008843419613
216	0.008816323577
217	0.008788249013
218	0.008767602718
219	0.008722585523
220	0.00865685801
221	0.008578887577
222	0.008513663626
223	0.008466288079
224	0.008424273491
225	0.008354220317
226	0.008290744374
227	0.008268504738
228	0.008250133247
229	0.008213831615
230	0.008155436379
231	0.008113195142
232	0.008072491237
233	0.008009592908
234	0.007979617015
235	0.007932460617
236	0.007891880747
237	0.00786046364
238	0.007762022372
239	0.007721429347
240	0.007666662177
241	0.007584205051
242	0.007559502511
243	0.007506708881
244	0.007464761813
245	0.007380450215
246	0.007297708681
247	0.007262932197
248	0.007220286698
249	0.007069878471
250	0.007041247669
251	0.007000642014
252	0.006960798852
253	0.006948721246
254	0.006913967544
255	0.006860638771
256	0.006831034823
257	0.006814996461
258	0.006778786817
259	0.006749270391
260	0.006728590046
261	0.006621417082
262	0.006578026926
263	0.006558553693
264	0.006540330686
265	0.006465484352
266	0.006430547773
267	0.006402619701
268	0.006388588521
269	0.00635544045
270	0.006338911061
271	0.006313356457
272	0.006296571229
273	0.006266067163
274	0.006226862393
275	0.006175561659
276	0.006144385779
277	0.006116492671
278	0.006082535532
279	0.006058493815
280	0.006019784535
281	0.00593451272
282	0.005906592591
283	0.005883891253
284	0.005802816698
285	0.005779922389
286	0.005767244331
287	0.005740514209
288	0.00571612457
289	0.005704396112
290	0.005670706013
291	0.005652029091
292	0.005639257529
293	0.005616123064
294	0.005479109994
295	0.005461146143
296	0.005432462437
297	0.005410569499
298	0.005378406302
299	0.005351937867
300	0.005304290935
301	0.005285847079
302	0.005260486178
303	0.005242046676
304	0.005229153817
305	0.005200750636
306	0.005154174756
307	0.005109636732
308	0.005065143206
309	0.005046415401
310	0.005026099952
311	0.005006577228
312	0.004981688239
313	0.004937167948
314	0.004919935066
315	0.004908170146
316	0.004890241626
317	0.00484815613
318	0.004835913636
319	0.004810659498
320	0.004790352906
321	0.004785193462
322	0.004773938837
323	0.004760941722
324	0.004742592741
325	0.004732934224
326	0.004719959506
327	0.004685726358
328	0.004671966801
329	0.004666510611
330	0.004643356365
331	0.00462565606
332	0.004611062532
333	0.004599212263
334	0.00458656078
335	0.004563969542
336	0.004537048486
337	0.004523480744
338	0.004505857913
339	0.0044484199
340	0.004438375612
341	0.004402673691
342	0.00439059483
343	0.004372223713
344	0.004354556293
345	0.004332968838
346	0.00424369486
347	0.0042244377
348	0.004210166263
349	0.004196669485
350	0.004190905133
351	0.004182042499
352	0.004175656638
353	0.004157794571
354	0.004146364212
355	0.004128933542
356	0.004123604862
357	0.00411199627
358	0.004049364769
359	0.004041010804
360	0.004018619389
361	0.004002848019
362	0.003930767685
363	0.003917516011
364	0.003913556273
365	0.003901805413
366	0.003894838983
367	0.003884508185
368	0.003876260746
369	0.003860064666
370	0.003840692303
371	0.003837550988
372	0.003825900451
373	0.003809050771
374	0.003790107461
375	0.003771865357
376	0.003760763004
377	0.003749570859
378	0.003738145297
379	0.003727500869
380	0.003703771357
381	0.00368381415
382	0.003674796864
383	0.003667292273
384	0.003653900495
385	0.00364268191
386	0.003629174961
387	0.003624824055
388	0.003561175863
389	0.003551132194
390	0.003546553733
391	0.003536321735
392	0.003522504383
393	0.003511613912
394	0.003504424474
395	0.003486668377
396	0.003462590263
397	0.00345669343
398	0.003447143423
399	0.003439712558
400	0.003430947793
401	0.003423368412
402	0.003416213645
403	0.003405718546
404	0.003391668156
405	0.003384461598
406	0.003379984655
407	0.003371132723
408	0.003363422413
409	0.003357363464
410	0.003348013133
411	0.003338114305
412	0.003331816474
413	0.003317431578
414	0.003300291831
415	0.003280328444
416	0.003264484536
